id,cluster,accident_year,latitude,longitude,n_serious,n_fatal,danger_rank,gmaps_link,date,time,junction_detail,junction_control
201201TA00789,293,2012,51.506187,-0.209082,1,0,87.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.506187+-0.209082,2012-09-13,23:09,T or staggered junction,Give way or uncontrolled
201201TA00822,293,2012,51.506097,-0.209086,1,0,87.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.506097+-0.209086,2012-09-27,18:25,T or staggered junction,Auto traffic signal
2017010046816,293,2017,51.506152,-0.20908,1,0,87.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.506152+-0.20908,2017-07-05,19:41,T or staggered junction,Auto traffic signal
200901CW11190,441,2009,51.490067,-0.127029,1,0,88.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.490067+-0.127029,2009-06-18,07:15,T or staggered junction,Give way or uncontrolled
201301CW11520,441,2013,51.490065,-0.126886,1,0,88.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.490065+-0.126886,2013-10-29,07:55,T or staggered junction,Give way or uncontrolled
201501CW10699,441,2015,51.490209,-0.126902,1,0,88.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.490209+-0.126902,2015-05-27,09:50,T or staggered junction,Give way or uncontrolled
201501CW10767,441,2015,51.490119,-0.126905,1,0,88.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.490119+-0.126905,2015-06-08,09:07,T or staggered junction,Give way or uncontrolled
201601CW11022,441,2016,51.490065,-0.126886,1,0,88.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.490065+-0.126886,2016-05-19,07:25,T or staggered junction,Give way or uncontrolled
2017010046541,441,2017,51.490125,-0.127168,1,0,88.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.490125+-0.127168,2017-07-04,13:29,T or staggered junction,Give way or uncontrolled
200301GD00057,229,2003,51.565275,-0.073295,1,0,89.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.565275+-0.073295,2003-01-15,06:50,T or staggered junction,Auto traffic signal
200601TC00343,229,2006,51.565273,-0.07315,1,0,89.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.565273+-0.07315,2006-11-09,09:20,T or staggered junction,Auto traffic signal
200801GD73072,229,2008,51.56545,-0.072999,0,1,89.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.56545+-0.072999,2008-06-23,07:00,Crossroads,Give way or uncontrolled
201501GD10227,229,2015,51.565326,-0.073172,1,0,89.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.565326+-0.073172,2015-03-22,02:29,T or staggered junction,Auto traffic signal
2020010281384,229,2020,51.565201,-0.073094,1,0,89.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.565201+-0.073094,2020-11-27,05:38,T or staggered junction,Auto traffic signal
200301EO00464,219,2003,51.52191,-0.110731,1,0,90.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.52191+-0.110731,2003-03-14,06:20,T or staggered junction,Give way or uncontrolled
200301EO01038,219,2003,51.521907,-0.110587,1,0,90.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521907+-0.110587,2003-06-16,08:50,T or staggered junction,Give way or uncontrolled
200701EO40852,219,2007,51.521992,-0.110295,1,0,90.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521992+-0.110295,2007-10-18,17:45,T or staggered junction,Give way or uncontrolled
200901TB00213,219,2009,51.521903,-0.110299,1,0,90.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521903+-0.110299,2009-11-24,13:00,T or staggered junction,Give way or uncontrolled
201301EK40889,219,2013,51.521901,-0.110156,1,0,90.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521901+-0.110156,2013-12-21,01:57,T or staggered junction,Give way or uncontrolled
2016010003020,219,2016,51.521905,-0.110444,1,0,90.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521905+-0.110444,2016-11-23,18:25,Other junction,Give way or uncontrolled
2018010144125,219,2018,51.521961,-0.110438,1,0,90.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521961+-0.110438,2018-11-08,09:00,Other junction,Give way or uncontrolled
200301LX00865,239,2003,51.502288,-0.10967,0,1,91.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.502288+-0.10967,2003-05-20,09:40,Crossroads,Auto traffic signal
200301MM00256,239,2003,51.502201,-0.109818,1,0,91.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.502201+-0.109818,2003-02-18,15:45,Crossroads,Auto traffic signal
200601LX50644,239,2006,51.501933,-0.109973,1,0,91.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.501933+-0.109973,2006-08-11,12:02,Crossroads,Auto traffic signal
200801LX50967,239,2008,51.502198,-0.109674,1,0,91.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.502198+-0.109674,2008-11-11,18:30,More than 4 arms (not roundabout),Auto traffic signal
200801LX73262,239,2008,51.502201,-0.109818,1,0,91.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.502201+-0.109818,2008-06-08,12:30,T or staggered junction,Auto traffic signal
2018010129920,239,2018,51.502169,-0.10996,1,0,91.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.502169+-0.10996,2018-08-31,19:25,Crossroads,Auto traffic signal
200801LX72326,431,2008,51.434206,-0.103706,1,0,92.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.434206+-0.103706,2008-04-22,11:15,More than 4 arms (not roundabout),Give way or uncontrolled
200901LX50745,431,2009,51.434119,-0.103853,1,0,92.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.434119+-0.103853,2009-08-21,10:22,T or staggered junction,Give way or uncontrolled
201001TB00408,431,2010,51.434029,-0.103857,1,0,92.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.434029+-0.103857,2010-07-22,08:25,Crossroads,Give way or uncontrolled
201401LX51320,431,2014,51.434126,-0.104285,1,0,92.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.434126+-0.104285,2014-11-19,12:28,T or staggered junction,Give way or uncontrolled
2018010111397,431,2018,51.434175,-0.103847,1,0,92.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.434175+-0.103847,2018-05-30,17:05,Crossroads,Give way or uncontrolled
2020010255300,431,2020,51.43421,-0.103817,1,0,92.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.43421+-0.103817,2020-06-23,07:20,T or staggered junction,Give way or uncontrolled
200101MM00610,131,2001,51.501239,-0.078302,1,0,93.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.501239+-0.078302,2001-05-16,09:48,Crossroads,Auto traffic signal
200301MM00399,131,2003,51.501147,-0.078162,0,1,93.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.501147+-0.078162,2003-03-28,10:38,Crossroads,Auto traffic signal
201001MM70477,131,2010,51.501236,-0.078158,1,0,93.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.501236+-0.078158,2010-06-05,15:45,Crossroads,Auto traffic signal
201001TD00039,131,2010,51.501149,-0.078306,0,1,93.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.501149+-0.078306,2010-02-09,09:36,Crossroads,Auto traffic signal
200501TC00384,325,2005,51.531046,-0.069838,1,0,94.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.531046+-0.069838,2005-10-12,02:05,T or staggered junction,Auto traffic signal
200701HT20053,325,2007,51.530956,-0.069842,1,0,94.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.530956+-0.069842,2007-01-24,18:20,Crossroads,Auto traffic signal
201201TA00238,325,2012,51.530953,-0.069698,1,0,94.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.530953+-0.069698,2012-03-21,19:15,Crossroads,Auto traffic signal
201601GD10213,325,2016,51.530954,-0.069698,1,0,94.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.530954+-0.069698,2016-03-28,09:50,Crossroads,Auto traffic signal
2018010087522,325,2018,51.531009,-0.069693,1,0,94.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.531009+-0.069693,2018-02-02,16:42,T or staggered junction,Auto traffic signal
2020010259881,325,2020,51.531089,-0.069675,1,0,94.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.531089+-0.069675,2020-08-01,15:55,Crossroads,Auto traffic signal
200701CP00141,370,2007,51.517593,-0.105144,1,0,95.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.517593+-0.105144,2007-05-25,22:19,T or staggered junction,Give way or uncontrolled
201101CP00127,370,2011,51.517685,-0.105285,1,0,95.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.517685+-0.105285,2011-04-19,18:45,T or staggered junction,Give way or uncontrolled
201301CP00250,370,2013,51.517593,-0.105145,1,0,95.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.517593+-0.105145,2013-10-18,15:59,T or staggered junction,Give way or uncontrolled
201301CP00254,370,2013,51.517589,-0.104857,1,0,95.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.517589+-0.104857,2013-10-24,08:55,T or staggered junction,Give way or uncontrolled
201401CP00018,370,2014,51.517596,-0.105289,1,0,95.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.517596+-0.105289,2014-01-29,19:05,T or staggered junction,Give way or uncontrolled
201401CP00175,370,2014,51.517775,-0.105281,1,0,95.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.517775+-0.105281,2014-06-20,19:00,T or staggered junction,Give way or uncontrolled
200301EO01135,223,2003,51.542641,-0.141889,1,0,96.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.542641+-0.141889,2003-07-04,11:10,More than 4 arms (not roundabout),Auto traffic signal
200601TA00160,223,2006,51.542641,-0.141889,1,0,96.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.542641+-0.141889,2006-07-28,23:00,More than 4 arms (not roundabout),Auto traffic signal
201201TB01321,223,2012,51.542641,-0.141889,1,0,96.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.542641+-0.141889,2012-12-12,08:00,Crossroads,Auto traffic signal
2018010147596,223,2018,51.542696,-0.141883,1,0,96.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.542696+-0.141883,2018-11-23,12:58,More than 4 arms (not roundabout),Auto traffic signal
2019010158750,223,2019,51.542418,-0.141303,1,0,96.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.542418+-0.141303,2019-01-21,23:30,Crossroads,Auto traffic signal
2019010195490,223,2019,51.5425,-0.141963,1,0,96.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5425+-0.141963,2019-07-23,15:40,More than 4 arms (not roundabout),Auto traffic signal
200901MM70690,448,2009,51.500451,-0.074157,1,0,97.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.500451+-0.074157,2009-08-22,12:00,Crossroads,Auto traffic signal
201101TD00060,448,2011,51.500366,-0.074449,0,1,97.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.500366+-0.074449,2011-03-22,13:20,T or staggered junction,Give way or uncontrolled
201201TB01070,448,2012,51.500456,-0.074445,1,0,97.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.500456+-0.074445,2012-10-19,07:27,Other junction,Give way or uncontrolled
201201TB01217,448,2012,51.500366,-0.074449,1,0,97.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.500366+-0.074449,2012-12-07,08:35,T or staggered junction,Give way or uncontrolled
200101NI01335,142,2001,51.540556,-0.095971,1,0,98.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.540556+-0.095971,2001-11-22,02:37,Crossroads,Auto traffic signal
201201TB00638,142,2012,51.540816,-0.095383,1,0,98.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.540816+-0.095383,2012-06-23,11:35,T or staggered junction,Give way or uncontrolled
201201TB01272,142,2012,51.540556,-0.095971,1,0,98.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.540556+-0.095971,2012-12-22,18:16,Crossroads,Auto traffic signal
201501EO40175,142,2015,51.540609,-0.095992,1,0,98.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.540609+-0.095992,2015-03-06,18:40,Crossroads,Auto traffic signal
2018010109104,142,2018,51.540519,-0.095825,1,0,98.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.540519+-0.095825,2018-05-19,23:05,Crossroads,Auto traffic signal
2020010281390,142,2020,51.540278,-0.096469,1,0,98.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.540278+-0.096469,2020-11-27,09:18,T or staggered junction,Give way or uncontrolled
200101BS00302,87,2001,51.482076,-0.173445,1,0,99.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.482076+-0.173445,2001-04-18,14:32,Crossroads,Auto traffic signal
201201TA00823,87,2012,51.482076,-0.173445,1,0,99.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.482076+-0.173445,2012-09-23,03:53,Crossroads,Auto traffic signal
201301BS70577,87,2013,51.481989,-0.173593,1,0,99.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.481989+-0.173593,2013-10-01,12:26,Crossroads,Auto traffic signal
201301BS70662,87,2013,51.481989,-0.173593,1,0,99.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.481989+-0.173593,2013-10-24,16:40,Crossroads,Auto traffic signal
2019010195096,87,2019,51.482104,-0.173383,1,0,99.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.482104+-0.173383,2019-07-19,18:05,Other junction,unknown (self reported)
2020010269829,87,2020,51.482079,-0.173499,1,0,99.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.482079+-0.173499,2020-09-24,16:35,Crossroads,Auto traffic signal
200201CP00034,158,2002,51.512993,-0.104326,1,0,100.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.512993+-0.104326,2002-01-29,09:20,T or staggered junction,Give way or uncontrolled
200601CP00325,158,2006,51.513083,-0.104323,1,0,100.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.513083+-0.104323,2006-11-21,07:45,T or staggered junction,Auto traffic signal
201401CP00184,158,2014,51.513443,-0.104308,1,0,100.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.513443+-0.104308,2014-06-05,07:55,T or staggered junction,Give way or uncontrolled
2018480277374,158,2018,51.512977,-0.10431,1,0,100.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.512977+-0.10431,2018-02-06,09:37,T or staggered junction,Auto traffic signal
2018480815778,158,2018,51.513155,-0.10423,1,0,100.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.513155+-0.10423,2018-10-05,17:19,T or staggered junction,Auto traffic signal
2019480922179,158,2019,51.513147,-0.104288,1,0,100.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.513147+-0.104288,2019-10-28,10:10,T or staggered junction,Auto traffic signal
